671,2566305.0
119,2581715.0
389,2568105.0
452,2575065.0
815,2568575.0
875,2586320.0
445,2536300.0
915,2546415.0
642,2560060.0
682,2557090.0
128,2574275.0
920,2553545.0
230,2560970.0
441,2545800.0
74,2579605.0
160,2578125.0
581,2568305.0
111,2528045.0
656,2551880.0
315,2592570.0
763,2560385.0
207,2580355.0
839,2554200.0
960,2597730.0
147,2557200.0
778,2575755.0
83,2565995.0
668,2576275.0
648,2566765.0
744,2550580.0
956,2554825.0
972,2565830.0
816,2568875.0
113,2544710.0
723,2563210.0
657,2550395.0
429,2551380.0
987,2560615.0
492,2553800.0
685,2561685.0
278,2555885.0
992,2559725.0
20,2561125.0
328,2561510.0
868,2561110.0
70,2581450.0
285,2544855.0
54,2560215.0
957,2562195.0
446,2562010.0
840,2547425.0
933,2557145.0
819,2558985.0
883,2547980.0
982,2581415.0
258,2551365.0
246,2577085.0
762,2560865.0
4,2543400.0
823,2544535.0
806,2571475.0
348,2557005.0
102,2538315.0
679,2553550.0
77,2576440.0
40,2566445.0
716,2561780.0
820,2564365.0
654,2528485.0
192,2580520.0
56,2543655.0
24,2580670.0
616,2580070.0
825,2566625.0
633,2578935.0
53,2569130.0
16,2566590.0
570,2549660.0
588,2552250.0
256,2571605.0
217,2565345.0
202,2562260.0
901,2557225.0
699,2596410.0
451,2560970.0
44,2543510.0
224,2556855.0
81,2562285.0
439,2569390.0
253,2560615.0
638,2554825.0
187,2590965.0
589,2562920.0
891,2592625.0
59,2556230.0
114,2538730.0
607,2545340.0
3,2545740.0
400,2552220.0
105,2569490.0
808,2550065.0
532,2577620.0
18,2573245.0
350,2570955.0
480,2562175.0
409,2559295.0
194,2560800.0
593,2551905.0
104,2555395.0
906,2561435.0
298,2547570.0
625,2544500.0
475,2533730.0
896,2580620.0
855,2572350.0
155,2540495.0
49,2562940.0
529,2559645.0
36,2541460.0
472,2572190.0
899,2561530.0
321,2576105.0
554,2556195.0
388,2578725.0
444,2553050.0
269,2536125.0
423,2563645.0
534,2548670.0
976,2557520.0
527,2569145.0
893,2563680.0
181,2550315.0
963,2552785.0
394,2575870.0
574,2523610.0
152,2570785.0
42,2567365.0
399,2567630.0
954,2574310.0
599,2558005.0
768,2538935.0
558,2561865.0
758,2552665.0
491,2546855.0
591,2537220.0
766,2556925.0
735,2571300.0
329,2563095.0
61,2592245.0
789,2561730.0
168,2553230.0
62,2566250.0
15,2544125.0
371,2567040.0
421,2595650.0
605,2565725.0
94,2588265.0
85,2556475.0
919,2569745.0
103,2564125.0
917,2555975.0
381,2546010.0
597,2542715.0
518,2567810.0
961,2589350.0
903,2572695.0
696,2564425.0
355,2544255.0
729,2562250.0
952,2566320.0
873,2564085.0
742,2589025.0
994,2573835.0
929,2540400.0
14,2561640.0
467,2546360.0
116,2539050.0
506,2552670.0
602,2556690.0
718,2547990.0
469,2577900.0
854,2568890.0
649,2549360.0
17,2561645.0
468,2561555.0
660,2563835.0
813,2559150.0
0,2554710.0
885,2566160.0
787,2543375.0
255,2556880.0
715,2550805.0
610,2556980.0
694,2564315.0
675,2578115.0
284,2565420.0
780,2571815.0
695,2563350.0
353,2572165.0
834,2558440.0
222,2561865.0
756,2574850.0
